movieid,title
80083,Dragon Ball Z: Dead Zone (Doragon bôru Z 1: Ora no Gohan wo kaese)
80094,"Last Exorcism, The"
80124,Sisters (Syostry)
80126,"American, The"
80139,Jackass 2.5
80162,"Horde, The (La Horde)"
80166,"Switch, The"
80219,Machete
80241,Going the Distance
80363,Resident Evil: Afterlife
80454,Princess (Prinsessa)
80463,"Social Network, The"
80478,"Man Vanishes, A (Ningen Johatsu)"
80489,"Town, The"
80549,Easy A
80551,Eat Pray Love
80553,Howl
80572,I'm Still Here
80584,"Patrik Age 1.5 (Patrik 1,5)"
80586,Flipped
80590,Wall Street: Money Never Sleeps
80615,Legend of the Guardians: The Owls of Ga'Hoole
80693,It's Kind of a Funny Story
80727,Middle Men
80831,Let Me In
80834,Sintel
80839,Secretariat
80846,Devil
80858,You Again
80860,Life as We Know It
80862,Catfish
80864,You Will Meet a Tall Dark Stranger
80880,Stone
80906,Inside Job
80917,Monsters
80969,Never Let Me Go
81018,"Illusionist, The (L'illusionniste)"
81087,Luck by Chance
81132,Rubber
81156,Jackass 3D
81158,Restrepo
81191,Waiting for 'Superman'
81229,Red
81257,In a Better World (Hævnen)
81383,Heartbreaker (L'Arnacoeur)
81417,Paranormal Activity 2
81456,Heartbeats (Les amours imaginaires)
81512,Hereafter
81520,Undisputed III: Redemption
81535,Saw VII 3D - The Final Chapter
81537,Due Date
81562,127 Hours
81564,Megamind
81591,Black Swan
81681,I Shot Jesse James
81782,Unstoppable
81784,Morning Glory
81786,Certified Copy (Copie conforme)
81788,"Next Three Days, The"
81791,Somewhere
81819,Biutiful
81831,"First Beautiful Thing, The (La prima cosa bella)"
81834,Harry Potter and the Deathly Hallows: Part 1
81845,"King's Speech, The"
81847,Tangled
108949,"Art of the Steal, The"
81932,"Fighter, The"
81949,"Romantics, The"
82041,"Loved Ones, The"
82053,Casino Jack
82088,Vincent Wants to Sea (Vincent will meer)
82093,London Boulevard
82095,Skyline
82152,Beastly
82167,Love and Other Drugs
82169,"Chronicles of Narnia: The Voyage of the Dawn Treader, The"
82202,"Tourist, The"
82242,Rare Exports: A Christmas Tale (Rare Exports)
82366,Hatchet II
82378,All Good Things
82461,Tron: Legacy
82499,How Do You Know
82527,Barney's Version
82534,"Company Men, The"
82641,"One-Armed Swordsman, The (Dubei dao)"
82667,I Saw the Devil (Akmareul boatda)
82684,Trash Humpers
82744,Faster
82765,Little Big Soldier (Da bing xiao jiang)
82767,Rabbit Hole
82848,One Week
82852,Little Fockers
82857,Sweetgrass
83086,Burlesque
83132,"Secret World of Arrietty, The (Kari-gurashi no Arietti)"
83134,Tucker & Dale vs Evil
83177,Yogi Bear
83270,Made in Dagenham
83349,"Green Hornet, The"
83369,"Way Back, The"
83374,"Warrior's Way, The"
83480,Season of the Witch
83601,Amer
83613,Cowboys & Aliens
83796,Anything for Her (Pour elle)
83803,Day & Night
83827,Marwencol
83910,"Dilemma, The"
83969,Down Argentine Way
84152,Limitless
84156,Happy People: A Year in the Taiga
84187,Evangelion: 2.0 You Can (Not) Advance (Evangerion shin gekijôban: Ha)
84189,I Spit on Your Grave
84240,Even the Rain (También la lluvia)
84246,It Happened on Fifth Avenue
84273,Zeitgeist: Moving Forward
84374,No Strings Attached
84392,"Lincoln Lawyer, The"
84414,All-Star Superman
84512,Girls About Town
84523,Kill! (Kiru)
84553,Pekka ja Pätkä salapoliiseina
84615,Cedar Rapids
84637,Gnomeo & Juliet
84696,Burke and Hare
84716,Castaway on the Moon (Kimssi pyoryugi)
84772,Paul
84799,"Asphyx, The"
84844,Brother 2 (Brat 2)
84942,Drive Angry
84944,Rango
84950,Take Me Home Tonight
84952,Confessions (Kokuhaku)
84954,"Adjustment Bureau, The"
85020,"Mechanic, The"
85022,Hall Pass
85025,"Eagle, The"
85056,I Am Number Four
85131,Battle: Los Angeles
85179,Summer Wars (Samâ wôzu)
85213,"Sunset Limited, The"
85259,Winnie the Pooh and the Honey Tree
85261,Mars Needs Moms
85295,Scooby-Doo! Curse of the Lake Monster
85316,Winnie the Pooh and Tigger Too
85334,Hard Ticket to Hawaii
85342,Elite Squad: The Enemy Within (Tropa de Elite 2 - O Inimigo Agora É Outro)
85354,Mesrine: Public Enemy #1 (L'ennemi public n°1)
85367,Just Go with It
85394,Cave of Forgotten Dreams
85397,Red Riding Hood
85399,"Big Mommas: Like Father, Like Son"
85401,Super
85412,"Troll Hunter, The (Trolljegeren)"
85414,Source Code
85510,Sucker Punch
85736,BURN-E
85774,Senna
85780,Family Guy Presents: It's a Trap
85788,Insidious
85796,Hobo with a Shotgun
85881,Win Win
85885,Room in Rome (Habitación en Roma)
86000,Boy
86014,Diary of a Wimpy Kid: Rodrick Rules
86028,Henry's Crime
86059,Hop
86066,Playing the Victim (Izobrazhaya zhertvu)
86068,Films to Keep You Awake: The Christmas Tale (Películas para no dormir: Cuento de navidad)
86142,13 Assassins (Jûsan-nin no shikaku)
86190,Hanna
86237,Connections
86279,Into Eternity
86286,Daffy Duck's Quackbusters
86290,American: The Bill Hicks Story
86295,Scream 4
86298,Rio
86320,Melancholia
86332,Thor
86345,Louis C.K.: Hilarious
86347,Louis C.K.: Chewed Up
86355,Atlas Shrugged: Part 1
86377,Louis C.K.: Shameless
86504,Voices from the List
86548,Water for Elephants
86593,African Cats
86628,Kill the Irishman
86644,"Fast Five (Fast and the Furious 5, The)"
86668,Louis Theroux: Law & Disorder
86721,Idiots and Angels
86781,Incendies
86815,Soul Surfer
86817,Something Borrowed
86833,Bridesmaids
86864,Mothra (Mosura)
86880,Pirates of the Caribbean: On Stranger Tides
86882,Midnight in Paris
86892,The Man from Nowhere
86898,"Tree of Life, The"
86911,"Hangover Part II, The"
86922,Nothing to Declare (Rien à déclarer)
86960,Across the Hall
87028,"Roommate, The"
87192,Attack the Block
87194,The Way
87197,Let the Bullets Fly
87222,Kung Fu Panda 2
87232,X-Men: First Class
87234,Submarine
87287,American Grindhouse
87298,Everything Must Go
87304,Beginners
87306,Super 8
94896,Bernie
87430,Green Lantern
87444,Elektra Luxx
87483,Mr. Popper's Penguins
87485,Bad Teacher
87520,Transformers: Dark of the Moon
87522,Larry Crowne
87529,Your Highness
87660,Too Big to Fail
87785,Takers
87834,My Life as McDull (Mak dau goo si)
87867,Zookeeper
87869,Horrible Bosses
87876,Cars 2
87960,Between the Folds
88069,Delhi Belly
88094,Upside Down: The Creation Records Story
88108,Monte Carlo
88125,Harry Potter and the Deathly Hallows: Part 2
88129,Drive
88140,Captain America: The First Avenger
88163,"Crazy, Stupid, Love."
88179,One Day
88235,"Guard, The"
88267,Winnie the Pooh
88272,"Woman, The"
88327,"New One-Armed Swordsman, The (Xin du bi dao)"
88345,Mike's New Car
88356,"Smurfs, The"
88405,Friends with Benefits
88448,Paper Birds (Pájaros de papel)
88515,Blitz
88593,"Yellow Sea, The (a.k.a. The Murderer) (Hwanghae)"
88672,Our Idiot Brother
88697,SUBWAYStories: Tales from the Underground
88699,Death Race 2
88744,Rise of the Planet of the Apes
88746,Terri
88785,"Change-Up, The"
88810,"Help, The"
88812,30 Minutes or Less
88911,My Afternoons with Margueritte (La tête en friche)
88932,Final Destination 5
88954,"Very Harold & Kumar 3D Christmas, A"
89028,Don't Be Afraid of the Dark
89039,Another Earth
89047,Hesher
89072,Stake Land
89085,"Debt, The"
89087,Colombiana
89090,Bill Cunningham New York
89118,"Skin I Live In, The (La piel que habito)"
89208,Walled In
89281,Birdemic: Shock and Terror
89305,"Inbetweeners Movie, The"
89343,Red State
89386,Pearl Jam Twenty
89388,I Don't Know How She Does It
89427,Shark Night 3D
89470,Contagion
89492,Moneyball
89580,Neds
89582,Cold Fish (Tsumetai nettaigyo)
89586,Phineas and Ferb the Movie: Across the 2nd Dimension
89678,Northanger Abbey
89753,Tinker Tailor Soldier Spy
89759,"Separation, A (Jodaeiye Nader az Simin)"
89761,"Dangerous Method, A"
89774,Warrior
89804,"Ides of March, The"
89837,Kill List
89840,Killer Elite
89862,Bellflower
89864,50/50
89898,Generation P
89904,The Artist
89945,BlinkyTM
90057,Take Shelter
90243,Three Outlaw Samurai (Sanbiki no samurai)
90245,Antonio Gaudí
90249,Real Steel
90353,Beautiful Boy
90357,Tyrannosaur
90374,Martha Marcy May Marlene
90376,We Need to Talk About Kevin
90384,Behind Enemy Lines II: Axis of Evil
90405,In Time
90428,Margaret
90430,Carnage
90439,Margin Call
90469,Paranormal Activity 3
90471,Puncture
90522,Johnny English Reborn
90524,Abduction
90528,This Must Be the Place
90531,Shame
90576,What's Your Number?
90600,Headhunters (Hodejegerne)
90603,Batman: Year One
90630,Miss Representation
90647,Puss in Boots
90717,Tower Heist
90719,J. Edgar
105835,"Double, The"
90746,"Adventures of Tintin, The"
90769,Starsuckers
90809,Tomboy
90863,George Harrison: Living in the Material World
90866,Hugo
90888,Immortals
90890,Jack and Jill
90943,Into the Abyss
90945,"Sign of Four, The"
91077,"Descendants, The"
91079,Like Crazy
91094,"Muppets, The"
91104,"Twilight Saga: Breaking Dawn - Part 1, The"
91126,War Horse
91128,"Rum Diary, The"
91233,Lifted
91261,Hipsters (Stilyagi)
91266,Another Cinderella Story
91273,Bunraku
91323,"Sitter, The"
91325,Extremely Loud and Incredibly Close
91337,Play the Game
91353,Asterix in America (a.k.a Asterix Conquers America) (Astérix et les Indiens)
91355,Asterix and the Vikings (Astérix et les Vikings)
91386,Happy Feet Two
91414,Arthur Christmas
91470,Violet & Daisy
91483,Bullet to the Head
91485,"Expendables 2, The"
91488,"Snowman, The"
91500,The Hunger Games
91529,"Dark Knight Rises, The"
91535,"Bourne Legacy, The"
91542,Sherlock Holmes: A Game of Shadows
91571,Coriolanus
91622,Young Adult
91628,New Year's Eve
91630,Mission: Impossible - Ghost Protocol
91653,We Bought a Zoo
91658,"Girl with the Dragon Tattoo, The"
91660,"Darkest Hour, The"
91671,Alvin and the Chipmunks: Chipwrecked
91688,Salvation Boulevard
91690,Friends with Kids
91784,Girl Walks Into a Bar
91842,Contraband
91860,"Way South, The (De weg naar het zuiden)"
91869,Being Elmo: A Puppeteer's Journey
91873,Joyful Noise
91890,"Iron Lady, The"
91935,Albatross
91947,"Revenant, The"
91974,Underworld: Awakening
91976,"Grey, The"
91978,Man on a Ledge
91981,Sacrifice (Zhao shi gu er)
92008,Haywire
92046,Contact High
92048,"Whistleblower, The"
92094,Einstein and Eddington
92192,Apollo 18
92198,Seeking Justice
92234,Red Tails
92243,"Flowers of War, The (Jin líng shí san chai)"
92259,Intouchables
92264,One for the Money
92309,"Innkeepers, The"
92348,Puss in Boots (Nagagutsu o haita neko)
92391,Grave Encounters
92420,Chronicle
92422,"Woman in Black, The"
92427,Woman in Love (Rubbeldiekatz)
92439,"Art of Getting By, The"
92475,All Watched Over by Machines of Loving Grace
92494,Dylan Moran: Monster
92507,Safe House
92509,"Vow, The"
92535,Louis C.K.: Live at the Beacon Theater
92637,Pitfall (Otoshiana)
92643,Monsieur Lazhar
92665,"For a Good Time, Call..."
92674,Janie Jones
92681,Journey 2: The Mysterious Island
92694,Perfect Sense
92730,Rollo and the Woods Sprite (Rölli ja metsänhenki)
92760,"Atomic Brain, The"
92938,Ghost Rider: Spirit of Vengeance
92954,Prayers for Bobby
93006,"Very Potter Musical, A"
93008,"Very Potter Sequel, A"
93022,Miss Nobody
93040,"Civil War, The"
93114,Ro.Go.Pa.G.
93134,"Women on the 6th Floor, The (Les Femmes du 6ème Étage)"
93139,Mega Shark vs. Crocosaurus
93193,Red Hill
93208,Mickey's The Prince and the Pauper
93242,Gone
93272,Dr. Seuss' The Lorax
93287,"Big Year, The"
93297,Act of Valor
93320,Trailer Park Boys
93326,This Means War
93363,John Carter
93443,Goon
93502,"Ledge, The"
93510,21 Jump Street
93512,"Jeff, Who Lives at Home"
93563,Lockout
93598,"Snowtown (Snowtown Murders, The)"
93610,Space Battleship Yamato
93721,Jiro Dreams of Sushi
93723,Damsels in Distress
93740,Salmon Fishing in the Yemen
93766,Wrath of the Titans
93790,Detachment
93805,Iron Sky
93819,Absentia
93831,American Reunion (American Pie 4)
93838,The Raid: Redemption
93840,"Cabin in the Woods, The"
93855,God Bless America
93980,"Three Stooges, The"
93982,"Raven, The"
93988,North & South
94011,"Big Bang, The"
94015,Mirror Mirror
94018,Battleship
94070,"Best Exotic Marigold Hotel, The"
94122,Comic-Con Episode IV: A Fan's Hope
94150,Hysteria
94160,Dante's Inferno: An Animated Epic
94262,"Atomic Submarine, The"
94266,"Five-Year Engagement, The"
94323,Think Like a Man
94325,"Lucky One, The"
94478,Dark Shadows
94494,96 Minutes
94503,"Decoy Bride, The"
94661,Rocket Singh: Salesman of the Year
94677,"Dictator, The"
94735,Walking with Monsters
94777,Men in Black III (M.III.B.) (M.I.B.³)
94780,Snow White and the Huntsman
94799,Sound of My Voice
94810,Eva
94833,"Pirates! Band of Misfits, The"
94864,Prometheus
94867,"Pact, The"
94919,Inhale
94931,Take This Waltz
94953,Wanderlust
94959,Moonrise Kingdom
94985,Get the Gringo
95004,Superman/Doomsday
95067,"Thousand Words, A"
95088,Safety Not Guaranteed
95105,Madagascar 3: Europe's Most Wanted
95135,Your Sister's Sister
95145,Dragon Ball: The Curse Of The Blood Rubies (Doragon bôru: Shenron no densetsu)
95147,Dragon Ball: Sleeping Princess in Devil's Castle (Doragon bôru: Majinjô no nemuri hime)
95149,Superman/Batman: Public Enemies
95163,Dragon Ball: Mystical Adventure (Doragon bôru: Makafushigi dai bôken)
95165,Dragon Ball Z the Movie: The World's Strongest (a.k.a. Dragon Ball Z: The Strongest Guy in The World) (Doragon bôru Z: Kono yo de ichiban tsuyoi yatsu)
95167,Brave
95170,Beauty and the Beast: The Enchanted Christmas
95175,Front of the Class
95182,Dragon Ball Z the Movie: The Tree of Might (Doragon bôru Z 3: Chikyû marugoto chô kessen)
95193,Pocahontas II: Journey to a New World
95199,What to Expect When You're Expecting
95201,To Rome with Love
95207,Abraham Lincoln: Vampire Hunter
95218,First Position
95307,Rock of Ages
95309,Seeking a Friend for the End of the World
95311,Presto
95313,Jack-Jack Attack
95377,One Man Band
95441,Ted
95449,Magic Mike
95473,Dragon Ball Z: The Return of Cooler (Doragon bôru Z 6: Gekitotsu! Hyakuoku pawâ no senshi)
95475,Dragon Ball Z: Cooler's Revenge (Doragon bôru Z 5: Tobikkiri no saikyô tai saikyô)
95497,Dragon Ball Z: Super Android 13! (Doragon bôru Z 7: Kyokugen batoru!! San dai sûpâ saiyajin)
95499,Dragon Ball Z: Broly - The Legendary Super Saiyan (Doragon bôru Z 8: Moetsukiro!! Nessen retsusen-chô gekisen)
95508,Cleanskin
95510,"Amazing Spider-Man, The"
95519,Dragon Ball Z: Bojack Unbound (Doragon bôru Z 9: Ginga girigiri!! Butchigiri no sugoi yatsu)
95543,Ice Age 4: Continental Drift
95558,Beasts of the Southern Wild
95583,Savages
95633,Spirit Camp
95654,Geri's Game
95690,Some Guy Who Kills People
95720,"Watch, The"
95738,"Adventures of Mary-Kate and Ashley, The: The Case of the Christmas Caper"
95744,2 Days in New York
95761,Killer Joe
95771,Dragon Ball Z: Broly Second Coming (Doragon bôru Z 10: Kiken na futari! Sûpâ senshi wa nemurenai)
95780,Dragon Ball Z: Bio-Broly (Doragon bôru Z 11: Sûpâ senshi gekiha! Katsu no wa ore da)
95796,Anaconda: The Offspring
95843,Goodbye Charlie
95858,For the Birds
95873,Ruby Sparks
95939,"Angels' Share, The"
95949,"Immature, The (Immaturi)"
95965,Dragon Ball Z: Bardock - The Father of Goku (Doragon bôru Z: Tatta hitori no saishuu kessen - Furiiza ni itonda Z senshi Kakarotto no chichi)
96004,Dragon Ball Z: The History of Trunks (Doragon bôru Z: Zetsubô e no hankô!! Nokosareta chô senshi - Gohan to Torankusu)
96007,Dragon Ball GT: A Hero's Legacy (Doragon bôru GT: Gokû gaiden! Yûki no akashi wa sû-shin-chû)
96020,Sidewalls (Medianeras)
96079,Skyfall
96084,Hands Over the City (Le mani sulla città)
96110,"Campaign, The"
96114,Brake
96150,"Queen of Versailles, The"
96281,ParaNorman
96283,Diary of a Wimpy Kid: Dog Days
96373,Broken
96411,6 Days to Air: The Making of South Park
96417,Premium Rush
96430,"Odd Life of Timothy Green, The"
96432,Lawless
96448,Piranha 3DD (a.k.a. Piranha DD)
96471,Prime Suspect 3
96488,Searching for Sugar Man
96518,Prime Suspect 6: The Last Witness
96520,Prime Suspect: The Lost Child
96530,Conception
96563,Paradise Lost 3: Purgatory
96567,"Words, The"
96588,Pitch Perfect
96606,Samsara
96608,Runaway Brain
96610,Looper
96616,That's My Boy
96655,Robot & Frank
96691,Resident Evil: Retribution
96726,Lola Versus
96728,"Master, The"
96737,Dredd
96811,End of Watch
96815,V/H/S
96821,"Perks of Being a Wallflower, The"
96829,"Hunt, The (Jagten)"
96832,Holy Motors
96861,Taken 2
96917,House at the End of the Street
96935,My Left Eye Sees Ghosts (Ngo joh aan gin diy gwai)
96945,Love Lasts Three Years (L'amour dure trois ans)
96964,"Tall Man, The"
96975,LOL
97024,Rust and Bone (De rouille et d'os)
97168,Marley
97172,Frankenweenie
97188,Sinister
97194,"Thing: Terror Takes Shape, The"
97225,Hotel Transylvania
97230,Side by Side
97285,Take Aim at the Police Van (Sono gosôsha wo nerae: 'Jûsangô taihisen' yori)
97304,Argo
97306,Seven Psychopaths
97328,Liberal Arts
97470,Catch .44
97643,[REC]³ 3 Génesis
97665,Asterix & Obelix: God Save Britannia (Astérix et Obélix: Au service de Sa Majesté)
97701,Paranormal Activity 4
97742,Alex Cross
97752,Cloud Atlas
97757,'Hellboy': The Seeds of Creation
97785,Silent Hill: Revelation 3D
97836,Here Comes the Boom
97858,Mental
97860,Killing Them Softly
97866,"Imposter, The"
97870,"Sessions, The (Surrogate, The)"
97904,Smashed
97913,Wreck-It Ralph
97921,Silver Linings Playbook
97923,Flight
97938,Life of Pi
97950,"Man with the Iron Fists, The"
97988,"Bay, The"
98061,Himizu
98083,Jackass 3.5
98122,Indie Game: The Movie
98124,"Batman: The Dark Knight Returns, Part 1"
98154,Lincoln
98160,Nature Calls
98175,Vamps
98203,"Twilight Saga: Breaking Dawn - Part 2, The"
98230,10 Years
98243,Rise of the Guardians
98279,"Fantastic Fear of Everything, A"
98296,Deadfall
98361,Byzantium
98491,Paperman
98499,"Fearless Hyena, The (Xiao quan guai zhao)"
98503,Half a Loaf of Kung Fu (Dian zhi gong fu gan chian chan)
98585,Hitchcock
98604,From Up on Poppy Hill (Kokuriko-zaka kara)
98607,Redline
98623,Winners and Sinners (Qi mou miao ji: Wu fu xing)
98633,My Lucky Stars (Fuk sing go jiu)
98697,"Money Money Money (L'aventure, c'est l'aventure)"
98799,"Liar's Autobiography: The Untrue Story of Monty Python's Graham Chapman, A"
98809,"Hobbit: An Unexpected Journey, The"
98836,Hyde Park on Hudson
98908,How to Make Love to a Woman
98961,Zero Dark Thirty
99005,Fire with Fire
99007,Warm Bodies
99030,Wrong
99087,Playing for Keeps
99106,"Guilt Trip, The"
99112,Jack Reacher
99114,Django Unchained
99117,This Is 40
99122,I Bought a Vampire Motorcycle
99130,Ice Cream Man
99145,"Impossible, The (Imposible, Lo)"
99191,Campfire Tales
99415,Parental Guidance
99437,John Dies at the End
99574,Promised Land
99636,English Vinglish
99638,Fish Story (Fisshu sutôrî)
99721,Texas Chainsaw 3D
99728,Gangster Squad
99750,"Iceman, The"
99764,It's Such a Beautiful Day
99813,"Batman: The Dark Knight Returns, Part 2"
99846,Everything or Nothing: The Untold Story of 007
99853,Codependent Lesbian Space Alien Seeks Same
99910,"Last Stand, The"
99917,Upstream Color
99992,Shadow Dancer
100044,Human Planet
100068,Comme un chef
100083,Movie 43
100106,"Pervert's Guide to Ideology, The"
100159,Sightseers
100163,Hansel & Gretel: Witch Hunters
100194,Jim Jefferies: Fully Functional (EPIX)
100226,Why Stop Now
100277,Tabu
100302,Upside Down
100304,"Liability, The"
100306,Angst 
100326,Stand Up Guys
100383,Side Effects
100390,Identity Thief
100397,"ABCs of Death, The"
100498,"Good Day to Die Hard, A"
100507,21 and Over
100527,Safe Haven
100553,Frozen Planet
100556,"Act of Killing, The"
100579,Universal Soldier: Day of Reckoning
100611,Escape from Planet Earth
100714,Before Midnight
100737,Snitch
100810,Dark Skies
100843,Oh Boy (A Coffee in Berlin)
100882,Journey to the West: Conquering the Demons (Daai wa sai you chi Chui mo chun kei)
100906,Maniac Cop 2
101025,Jack the Giant Slayer
101070,Wadjda
101072,"Unintentional Kidnapping of Mrs. Elfriede Ott, The (Die Unabsichtliche Entführung der Frau Elfriede Ott)"
101076,G.I. Joe: Retaliation
101088,Stoker
101112,Oz the Great and Powerful
101142,"Croods, The"
101283,"Incredible Burt Wonderstone, The"
101360,"Call, The"
101362,Olympus Has Fallen
101415,"First Time, The"
101423,Mezzo Forte
101525,"Place Beyond the Pines, The"
101529,"Brass Teapot, The"
101531,Phil Spector
101577,"Host, The"
101612,Admission
101739,Evil Dead
101741,Trance
101765,"Perfect Plan, A (Plan parfait, Un)"
101864,Oblivion
101884,Dark Tide
101895,42
101962,Wolf Children (Okami kodomo no ame to yuki)
101973,Disconnect
102007,"Invincible Iron Man, The"
102025,Yongary: Monster from the Deep
102033,Pain & Gain
102058,Hulk Vs.
102066,Resolution
102070,Grabbers
102084,Justice League: Doom
102088,"Grandmaster, The (Yi dai zong shi)"
102123,This Is the End
102125,Iron Man 3
102165,"English Teacher, The"
102194,Mud
102217,Bill Hicks: Revelations
102278,Pawn
102338,Shaolin Temple (Shao Lin si)
102378,Syrup
102445,Star Trek Into Darkness
102481,"Internship, The"
102590,Darkon
102602,Mimino
102666,Ivan Vasilievich: Back to the Future (Ivan Vasilievich menyaet professiyu)
102684,Only God Forgives
102686,"Hangover Part III, The"
102716,"Fast & Furious 6 (Fast and the Furious 6, The)"
102720,Epic
102742,Tie Xi Qu: West of the Tracks (Tiexi qu)
102747,"Rink, The"
102749,Captain America II: Death Too Soon
102760,Down Terrace
102800,Frances Ha
102802,"Lords of Salem, The"
102819,Behind the Candelabra
102823,As I Was Moving Ahead Occasionally I Saw Brief Glimpses of Beauty
102852,With Great Power: The Stan Lee Story
102880,After Earth
102903,Now You See Me
102984,Inhuman Resources (Redd Inc.)
102993,"Way, Way Back, The"
103042,Man of Steel
103048,"Kings of Summer, The"
103075,"Purge, The"
103085,Rapture-Palooza
103107,20 Feet from Stardom (Twenty Feet from Stardom)
103137,"Bling Ring, The"
103141,Monsters University
103171,Schlussmacher
103210,Fullmetal Alchemist: The Sacred Star of Milos
103219,Maniac
103221,Not Suitable for Children
103228,Pacific Rim
103233,LEGO Batman: The Movie - DC Heroes Unite
103235,"Best Offer, The (Migliore offerta, La)"
103245,Adam and Eve (National Lampoon's Adam & Eve)
103249,World War Z
103253,Elysium
103335,Despicable Me 2
103339,White House Down
103341,"World's End, The"
103366,Redemption (Hummingbird)
103372,"Heat, The"
103384,"Lone Ranger, The"
103449,Passion
103483,V/H/S/2
103502,"Knot, The"
103539,The Spectacular Now
103543,"Lifeguard, The"
103596,Sharknado
103602,Craig Ferguson: I'm Here To Help
103606,Stuck in Love
103609,Class Act
103624,Fruitvale Station
103655,R.I.P.D.
103685,"Field in England, A"
103688,"Conjuring, The"
103755,Turbo
103772,"Wolverine, The"
103801,Drinking Buddies
103810,Red 2
103819,Coffee Town
103865,Revenge for Jolly!
103883,2 Guns
103980,Blue Jasmine
103984,"Great Beauty, The (Grande Bellezza, La)"
104017,3 dev adam (Three Giant Men)
104069,Louis C.K.: Oh My God
104074,Percy Jackson: Sea of Monsters
104076,"Smurfs 2, The"
104078,Alan Partridge: Alpha Papa
104129,Man of Tai Chi
104141,Batman: Mystery of the Batwoman
104211,We're the Millers
104218,Grown Ups 2
104241,Kick-Ass 2
104243,Riddick
104245,Planes
104272,Blackfish
104283,"Wind Rises, The (Kaze tachinu)"
104303,Jobs
104337,Lee Daniels' The Butler
104339,In a World...
104374,About Time
104419,Justice League: Crisis on Two Earths
104457,You're Next
104644,Maria Bamford: The Special Special Special!
104760,Getaway
104780,"Mystery of the Third Planet, The (Tayna tretey planety)"
104837,Rage of Honor
104841,Gravity
104863,What If
104875,"History of Future Folk, The"
104879,Prisoners
104906,Austenland
104908,Insidious: Chapter 2
104925,"Family, The"
104944,Short Term 12
105020,Collision Course
105037,"To Do List, The"
105121,Inescapable
105197,Nebraska
105211,Enough Said
105213,Don Jon
105246,Mood Indigo (L'écume des jours)
105250,"Century of the Self, The"
105254,Crystal Fairy & the Magical Cactus and 2012
105325,Bad Milo (Bad Milo!)
105351,Runner Runner
105355,Blue Is the Warmest Color (La vie d'Adèle)
105468,Cloudy with a Chance of Meatballs 2
105504,Captain Phillips
105540,"All Dogs Christmas Carol, An"
105585,Machete Kills (Machete 2)
105593,Filth
105653,Escape Plan
105720,"Thief of Paris, The (Le voleur)"
105746,UnHung Hero
105755,"Counselor, The"
105801,Escape From Tomorrow
105844,12 Years a Slave
105954,All Is Lost
106002,Ender's Game
106062,Jackass Presents: Bad Grandpa
106072,Thor: The Dark World
106100,Dallas Buyers Club
106144,"Selfish Giant, The"
106330,Last Vegas
106438,Philomena
106441,"Book Thief, The"
106487,The Hunger Games: Catching Fire
106489,"Hobbit: The Desolation of Smaug, The"
106491,47 Ronin
106540,Delivery Man
106542,Charlie Countryman
106594,Red Flag
106642,"Day of the Doctor, The"
106648,Guilty of Romance (Koi no tsumi)
106766,Inside Llewyn Davis
106782,"Wolf of Wall Street, The"
106785,Homefront
106839,Mandela: Long Walk to Freedom
106873,Evangelion: 3.0 You Can (Not) Redo
106883,All is Bright
106889,Tim's Vermeer
106916,American Hustle
106920,Her
106927,RoboGeisha (Robo-geisha)
107069,Lone Survivor
107141,Saving Mr. Banks
107159,Zatoichi and the Chest of Gold (Zatôichi senryô-kubi) (Zatôichi 6)
107314,Oldboy
107338,Dampfnudelblues
107348,Anchorman 2: The Legend Continues
107406,Snowpiercer
107408,Only Old Men Are Going to Battle (V boy idut odni stariki)
107410,Guest from the Future (Gostya iz buduschego)
107412,"Kidnapping, Caucasian Style (Kavkazskaya plennitsa)"
107436,Haunter
107447,Wrong Cops
107449,"Muppet Christmas: Letters to Santa, A"
107462,Ninja: Shadow of a Tear
107565,"Fuck You, Goethe (Fack Ju Göhte)"
107630,High School
107702,Grudge Match
107723,Highlander: The Search for Vengeance
107771,Only Lovers Left Alive
107780,Cats
107846,MacGyver: Trail to Doomsday
107945,Bad Karma
107951,Hunting Elephants
107953,Dragon Ball Z: Battle of Gods
107962,Freezer
107997,We Are What We Are
107999,Dragon ball Z 04: Lord Slug
108078,Chinese Puzzle (Casse-tête chinois)
108090,Dragon Ball: The Path to Power (Doragon bôru: Saikyô e no michi)
108156,Ride Along
108188,Jack Ryan: Shadow Recruit
108190,Divergent
108192,Hotel Chevalier (Part 1 of 'The Darjeeling Limited')
108540,Ernest & Célestine (Ernest et Célestine)
108601,Drift
108689,"I, Frankenstein"
108715,Better Living Through Chemistry
108727,Nymphomaniac: Volume I
108729,Enemy
143355,Wonder Woman
108928,"Monuments Men, The"
108932,The Lego Movie
108981,Nymphomaniac: Volume II
109042,Knights of Badassdom
109161,Venus in Fur (La Vénus à la fourrure)
109183,Date and Switch
109187,"Zero Theorem, The"
109191,Winter's Tale
109241,On the Other Side of the Tracks (De l'autre côté du périph)
109282,GLOW: The Story of the Gorgeous Ladies of Wrestling
109295,Cold Comes the Night
109313,Chouchou
109317,Someone Marry Barry
109372,About Last Night
109374,"Grand Budapest Hotel, The"
109383,"Oversimplification of Her Beauty, An"
109416,Bring It On: Fight to the Finish
109483,That Awkward Moment
109487,Interstellar
109569,3 Days to Kill
109576,Welcome to the Jungle
109578,Non-Stop
109596,Wrinkles (Arrugas)
